attribute,wrong_val,correct_val
1958.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
1899.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
26.stateavg,AK_PN-7,AL_AMI-8A
6390.measurecode,S**C*I*P-INF*-4,SCIP-INF-4
2253.hospitalname,CALLAHAN EYE FOUNDATION HOSPITAL,BIRMINGHAM VA MEDICAL CENTER
1380.condition,Surgical I*n*fec*ti*on *Prevention,Surgical Infection Prevention
49.stateavg,AK_PN-7,AL_AMI-5
1874.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
1318.providernumber,10018,10078
2873.condition,**H*e*art *Failure,Heart Failure
788.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Failure Patients Given Smoking Cessation Advice/Counseling
1951.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Attack Patients Given Aspirin at Discharge
2628.state,A*****K,AK
5871.emergencyservice,*N****o,No
1077.condition,Surgical I*nf*ectio**n* Prevention,Surgical Infection Prevention
2252.emergencyservice,***N**o,No
2079.stateavg,AL_SCIP-CARD-2,AL_AMI-5
1262.providernumber,10018,10069
6903.emergencyservice,*N****o,No
1305.condition,Surgical *Infec*tio*n **Prevention,Surgical Infection Prevention
2466.phonenumber,33***42604*10*0,3342604100
2643.state,*****AK,AK
5867.hospitalname,FAYETTEVILLE A*R VA *ME*DICAL C**ENTER,FAYETTEVILLE AR VA MEDICAL CENTER
9907.emergencyservice,****N*o,No
1956.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival
1716.condition,Surgic*al In*fection Preven*ti**on,Surgical Infection Prevention
1350.providernumber,10018,10079
2260.hospitalname,CALLAHAN EYE FOUNDATION HOSPITAL,BIRMINGHAM VA MEDICAL CENTER
1281.providernumber,10018,10069
2450.phonenumber,2053258100,2513682500
1879.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Attack Patients Given Beta Blocker at Discharge
2733.state,****A*K,AK
5873.emergencyservice,****N*o,No
1287.providernumber,10018,10073
1980.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
1821.condition,Surgic*al **Infe*ction Preventio*n,Surgical Infection Prevention
1987.stateavg,AL_SCIP-CARD-2,AL_PN-3B
2834.state,A*****K,AK
2517.phonenumber,2053258100,2518472223
2296.condition,Surgical In*fec*t**ion Prev*ention,Surgical Infection Prevention
9901.emergencyservice,*N****o,No
6515.measurecode,S*CI*P-INF**-*4,SCIP-INF-4
2522.phonenumber,2053258100,2518472223
2046.condition,S**urgic*al *Infect*ion Prevention,Surgical Infection Prevention
4540.emergencyservice,***N**o,No
5891.emergencyservice,*****No,No
6362.measurecode,SCIP-**IN*F*-*4,SCIP-INF-4
2708.state,*****AK,AK
1302.providernumber,10018,10073
1230.condition,Surg**ical Infection Preve**nt*ion,Surgical Infection Prevention
9540.hospitaltype,Acu**t*e C*are Hospit*als,Acute Care Hospitals
6898.emergencyservice,****N*o,No
2781.state,***A**K,AK
2831.state,*A****K,AK
8257.emergencyservice,***N**o,No
1644.providernumber,10018,10101
783.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
1322.providernumber,10018,10078
2057.stateavg,AL_SCIP-CARD-2,AL_HF-1
2007.stateavg,AL_SCIP-CARD-2,AL_HF-1
2767.state,***A**K,AK
1282.providernumber,10018,10069
2674.state,A*****K,AK
1664.providernumber,10018,10102
85.stateavg,AK_PN-7,AL_PN-6
2706.phonenumber,2053258100,9075436300
683.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Pneumonia Patients Assessed and Given Influenza Vaccination
4530.hospitalname,*VA S. A*RI**ZONA H*EALTHCARE SYSTEM,VA S. ARIZONA HEALTHCARE SYSTEM
9530.hospitaltype,Acute Car**e H*os*p*itals,Acute Care Hospitals
450.stateavg,AL_SCIP-INF-1,AK_SCIP-VTE-2
2171.condition,Surg*ical Infect*ion* Preven*ti*on,Surgical Infection Prevention
692.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Attack Patients Given Aspirin at Arrival
2070.emergencyservice,****N*o,No
4557.hospitalname,V**A NORTHERN ARIZONA HEAL*THCARE SYS**TEM,VA NORTHERN ARIZONA HEALTHCARE SYSTEM
1584.providernumber,10018,10099
6868.measurecode,SC**I**P-INF*-4,SCIP-INF-4
4533.hospitalname,VA S*. ARIZONA H*EALTH*C*ARE* SYSTEM,VA S. ARIZONA HEALTHCARE SYSTEM
6900.emergencyservice,****N*o,No
65.stateavg,AK_PN-7,AL_SCIP-INF-3
4555.hospitalname,VA NORTHERN ARI*ZO*NA HEAL*THC*ARE *SYSTEM,VA NORTHERN ARIZONA HEALTHCARE SYSTEM
2882.state,**A***K,AK
2616.condition,***Heart* Fa*ilure,Heart Failure
2113.stateavg,AL_SCIP-CARD-2,AL_PN-4
78.stateavg,AK_PN-7,AL_HF-2
4515.phonenumber,6*02222*64**4*4,6022226444
8276.emergencyservice,***N**o,No
2711.phonenumber,2053258100,9075436300
437.providernumber,10018,20017
6915.emergencyservice,****N*o,No
4521.hospitalname,PH*OENIX* V*A** MEDICAL CENTER,PHOENIX VA MEDICAL CENTER
1888.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Pneumonia Patients Given Smoking Cessation Advice/Counseling
1883.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function
4504.hospitalname,PHOE*NIX VA ME**DICA*L* CENTER,PHOENIX VA MEDICAL CENTER
697.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival
6913.emergencyservice,*****No,No
2102.stateavg,AL_SCIP-CARD-2,AL_AMI-3
1576.providernumber,10018,10099
9.stateavg,AK_PN-7,AL_AMI-1
2632.state,**A***K,AK
6718.measurecode,S*CIP-I*NF-***4,SCIP-INF-4
4525.phonenumber,60*22***22*6444,6022226444
417.providernumber,10018,10164
2270.hospitalname,CALLAHAN EYE FOUNDATION HOSPITAL,BIRMINGHAM VA MEDICAL CENTER
5862.hospitalname,F*AYETTEVILL*E AR VA* ME*DICAL CENTE*R,FAYETTEVILLE AR VA MEDICAL CENTER
2859.state,A*****K,AK
2601.phonenumber,2053258100,9072613675
2736.state,A*****K,AK
5403.measurecode,*S*CIP-*IN**F-4,SCIP-INF-4
2712.condition,*Surgical* I*nfect*ion Preventi*on,Surgical Infection Prevention
6311.measurecode,*S*CI*P*-*INF-4,SCIP-INF-4
2061.stateavg,AL_SCIP-CARD-2,AL_PN-2
1611.providernumber,10018,10100
4543.hospitalname,VA S. ARIZON*A HEA*LTHC*A*R*E SYSTEM,VA S. ARIZONA HEALTHCARE SYSTEM
2704.state,*A****K,AK
1255.condition,*Su**rgical I*nf*ection Prevention,Surgical Infection Prevention
2843.condition,H**ear*t A*t*tack,Heart Attack
102.providernumber,10018,10007
1267.providernumber,10018,10069
6465.measurecode,**S*CIP*-I*NF-4,SCIP-INF-4
815.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
2724.condition,Heart *F**ailur**e,Heart Failure
2050.stateavg,AL_SCIP-CARD-2,AL_AMI-1
5877.emergencyservice,*****No,No
2808.state,***A**K,AK
1541.condition,Su*rgic*al *Inf*ection Preve*ntion,Surgical Infection Prevention
1944.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,surgery patients who were given the  right kind  of antibiotic to help prevent infection
51.stateavg,AK_PN-7,AL_AMI-8A
444.providernumber,10018,20017
2637.state,**A***K,AK
2743.condition,Heart *Att****ack,Heart Attack
2711.state,*A****K,AK
4555.emergencyservice,****N*o,No
2654.state,***A**K,AK
2697.phonenumber,2053258100,9075436300
9547.hospitaltype,Acut*e C*are* Hosp*i*tals,Acute Care Hospitals
819.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Pneumonia Patients Assessed and Given Influenza Vaccination
1624.providernumber,10018,10101
810.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Heart Failure Patients Given Discharge Instructions
2799.condition,Heart **Fa**ilur*e,Heart Failure
2083.stateavg,AL_SCIP-CARD-2,AL_HF-2
1915.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s)
1358.providernumber,10018,10079
2611.condition,Heart ***At*ta*ck,Heart Attack
4547.emergencyservice,***N**o,No
2587.phonenumber,2053258100,9072613675
4520.phonenumber,6*0**22**226444,6022226444
11.stateavg,AK_PN-7,AL_AMI-3
5869.emergencyservice,*****No,No
1949.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery
2797.condition,H**e*ar*t At*tack,Heart Attack
2474.hospitaltype,Acute* Car*e - VA Medica**l Cen*ter,Acute Care - VA Medical Center
2679.state,A*****K,AK
1342.providernumber,10018,10079
2787.condition,Surgical* I*n*fection* Prev*ention,Surgical Infection Prevention
5892.emergencyservice,*N****o,No
5025.measurecode,S**CI*P-INF-**4,SCIP-INF-4
1338.providernumber,10018,10079
5631.measurecode,**SCIP*-I*NF-*4,SCIP-INF-4
4542.hospitalname,VA S. ARIZON*A **HEALTHCARE SYST**EM,VA S. ARIZONA HEALTHCARE SYSTEM
2067.emergencyservice,*N****o,No
2592.phonenumber,2053258100,9072613675
2600.state,**A***K,AK
5888.hospitaltype,Acute *Ca*re - VA Medica***l Center,Acute Care - VA Medical Center
97.providernumber,10018,10007
1691.condition,S**urgical In*fectio*n Prev*ention,Surgical Infection Prevention
2262.hospitalname,CALLAHAN EYE FOUNDATION HOSPITAL,BIRMINGHAM VA MEDICAL CENTER
2846.condition,He*a*rt* A**ttack,Heart Attack
758.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Pneumonia Patients Assessed and Given Influenza Vaccination
7129.measurecode,SCIP-**IN**F-*4,SCIP-INF-4
4534.phonenumber,52*0***62*91821,5206291821
5900.emergencyservice,*****No,No
2346.condition,S*urgical In*f*ectio**n Prevention,Surgical Infection Prevention
5731.measurecode,*SCI*P*-*INF*-4,SCIP-INF-4
2504.phonenumber,205**5542**0*00,2055542000
753.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Pneumonia Patients Assessed and Given Pneumococcal Vaccination
424.providernumber,10018,10164
2659.state,****A*K,AK
2651.state,**A***K,AK
2011.stateavg,AL_SCIP-CARD-2,AL_PN-2
2762.state,***A**K,AK
1716.emergencyservice,N*****o,No
729.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics
2726.state,**A***K,AK
2848.condition,*Hear****t Failure,Heart Failure
2029.stateavg,AL_SCIP-CARD-2,AL_AMI-5
2875.condition,*H*e**art Failu*re,Heart Failure
1604.providernumber,10018,10100
2445.phonenumber,2053258100,2513682500
708.measurename,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,Pneumonia Patients Assessed and Given Influenza Vaccination
1607.providernumber,10018,10100
1641.condition,Sur*g*ical* Infecti*on* Prevention,Surgical Infection Prevention
2688.state,*A****K,AK
2000.stateavg,AL_SCIP-CARD-2,AL_AMI-1
451.providernumber,10018,20018
4518.hospitalname,*PHOENIX *VA* M*EDICA*L CENTER,PHOENIX VA MEDICAL CENTER
5893.emergencyservice,***N**o,No
2847.condition,H*e***art At*tack,Heart Attack
2265.phonenumber,205*9*33451***5,2059334515
15.stateavg,AK_PN-7,AL_AMI-8A
9903.emergencyservice,**N***o,No
