attribute,wrong_val,correct_val
94.sched_arr_time,unknown,7:25 p.m.
95.sched_dep_time,unknown,6:45 p.m.
95.act_dep_time,6:56 p.m.,6:55 p.m.
95.sched_arr_time,unknown,9:10 p.m.
95.act_arr_time,8:38 p.m.,8:53 p.m.
96.sched_dep_time,unknown,12:00 p.m.
96.act_dep_time,12:12 p.m.,12:11 p.m.
96.sched_arr_time,unknown,3:15 p.m.
96.act_arr_time,3:04 p.m.,3:16 p.m.
97.act_dep_time,unknown,7:15 p.m.
97.sched_arr_time,12/2/11 12:21 a.m.,12:21 a.m.
97.act_arr_time,unknown,12:21 a.m.
98.sched_dep_time,unknown,1:55 p.m.
98.act_dep_time,2:04 p.m.,2:10 p.m.
98.sched_arr_time,unknown,7:53 p.m.
98.act_arr_time,7:20 p.m.,7:58 p.m.
99.act_dep_time,unknown,9:14 a.m.
99.act_arr_time,unknown,12:09 p.m.
100.sched_dep_time,unknown,6:00 a.m.
100.act_dep_time,6:57 a.m.,6:56 a.m.
100.sched_arr_time,unknown,7:30 a.m.
100.act_arr_time,7:49 a.m.,7:51 a.m.
101.sched_dep_time,unknown,7:10 a.m.
101.act_dep_time,7:31 a.m.,7:30 a.m.
101.sched_arr_time,unknown,9:35 a.m.
101.act_arr_time,9:26 a.m.,9:31 a.m.
102.sched_dep_time,unknown,4:55 p.m.
102.act_dep_time,5:09 p.m.,5:08 p.m.
102.sched_arr_time,unknown,8:05 p.m.
102.act_arr_time,7:43 p.m.,7:55 p.m.
103.sched_dep_time,unknown,7:25 a.m.
103.sched_arr_time,unknown,11:10 a.m.
103.act_arr_time,10:43 a.m.,11:06 a.m.
104.sched_dep_time,unknown,3:50 p.m.
104.act_dep_time,4:44 p.m.,4:28 p.m.
104.sched_arr_time,unknown,6:23 p.m.
104.act_arr_time,6:28 p.m.,6:38 p.m.
105.sched_dep_time,unknown,4:16 p.m.
105.act_dep_time,4:37 p.m.,4:15 p.m.
105.sched_arr_time,unknown,7:35 p.m.
105.act_arr_time,7:23 p.m.,7:36 p.m.
106.sched_dep_time,unknown,8:00 p.m.
106.sched_arr_time,unknown,9:45 p.m.
106.act_arr_time,9:47 p.m.,9:53 p.m.
107.act_dep_time,unknown,10:20 a.m.
107.act_arr_time,unknown,6:34 p.m.
108.sched_dep_time,unknown,7:05 a.m.
108.act_dep_time,7:30 a.m.,7:05 a.m.
108.sched_arr_time,unknown,10:31 a.m.
108.act_arr_time,10:43 a.m.,10:47 a.m.
109.sched_dep_time,unknown,10:40 a.m.
109.act_dep_time,11:02 a.m.,11:01 a.m.
109.sched_arr_time,unknown,2:59 p.m.
109.act_arr_time,2:58 p.m.,3:04 p.m.
110.sched_dep_time,unknown,1:33 p.m.
110.act_dep_time,1:48 p.m.,1:31 p.m.
110.sched_arr_time,unknown,4:31 p.m.
110.act_arr_time,4:20 p.m.,4:23 p.m.
111.sched_dep_time,unknown,12:15 p.m.
111.act_dep_time,12:42 p.m.,12:41 p.m.
111.sched_arr_time,unknown,2:45 p.m.
112.act_dep_time,unknown,1:48 p.m.
112.act_arr_time,unknown,4:17 p.m.
113.sched_dep_time,unknown,11:55 p.m.
113.act_dep_time,12:11 a.m.,11:55 p.m.
113.sched_arr_time,unknown,5:50 a.m.
113.act_arr_time,5:52 a.m.,5:50 a.m.
114.sched_dep_time,unknown,4:25 p.m.
114.act_dep_time,4:28 p.m.,4:25 p.m.
114.sched_arr_time,unknown,12:29 a.m.
114.act_arr_time,12/2/11 12:01 a.m.,12:29 a.m.
115.sched_dep_time,unknown,9:00 p.m.
115.act_dep_time,9:06 p.m.,9:00 p.m.
115.sched_arr_time,unknown,12:15 a.m.
115.act_arr_time,11:49 p.m.,12:15 a.m.
116.sched_dep_time,unknown,8:25 p.m.
116.act_dep_time,8:29 p.m.,8:25 p.m.
116.sched_arr_time,unknown,11:50 p.m.
116.act_arr_time,11:35 p.m.,11:50 p.m.
117.sched_dep_time,unknown,6:59 a.m.
117.act_dep_time,7:23 a.m.,7:22 a.m.
117.sched_arr_time,unknown,10:34 a.m.
117.act_arr_time,9:45 a.m.,10:04 a.m.
118.sched_dep_time,unknown,8:35 a.m.
118.act_dep_time,8:52 a.m.,8:51 a.m.
118.sched_arr_time,unknown,11:50 a.m.
118.act_arr_time,11:33 a.m.,11:44 a.m.
119.sched_dep_time,unknown,8:29 a.m.
119.act_dep_time,8:37 a.m.,8:26 a.m.
119.sched_arr_time,unknown,9:24 a.m.
120.sched_dep_time,unknown,1:30 p.m.
120.act_dep_time,1:41 p.m.,1:30 p.m.
120.sched_arr_time,unknown,3:50 p.m.
120.act_arr_time,3:29 p.m.,3:50 p.m.
121.act_dep_time,unknown,3:01 p.m.
121.act_arr_time,unknown,4:59 p.m.
122.sched_dep_time,unknown,7:35 a.m.
122.act_dep_time,7:41 a.m.,7:27 a.m.
122.sched_arr_time,unknown,9:43 a.m.
122.act_arr_time,8:33 a.m.,8:45 a.m.
123.act_dep_time,unknown,11:08 p.m.
123.sched_arr_time,12/2/11 5:11 a.m.,5:11 a.m.
123.act_arr_time,unknown,5:11 a.m.
124.sched_dep_time,unknown,5:30 p.m.
124.act_dep_time,5:38 p.m.,5:30 p.m.
124.sched_arr_time,unknown,6:40 p.m.
124.act_arr_time,6:19 p.m.,6:40 p.m.
125.sched_dep_time,unknown,1:45 p.m.
125.act_dep_time,1:50 p.m. (+8:00),1:32 p.m.
125.sched_arr_time,unknown,8:27 a.m.
125.act_arr_time,7:50 a.m.,8:02 a.m.
126.sched_dep_time,unknown,11:15 a.m.
126.act_dep_time,11:47 a.m.,11:15 a.m.
126.sched_arr_time,unknown,1:40 p.m.
126.act_arr_time,1:52 p.m.,2:00 p.m.
127.sched_dep_time,unknown,8:20 p.m.
127.act_dep_time,8:40 p.m.,8:39 p.m.
127.sched_arr_time,unknown,9:20 p.m.
127.act_arr_time,9:12 p.m.,9:20 p.m.
128.sched_dep_time,unknown,2:55 p.m.
128.act_dep_time,3:04 p.m.,2:55 p.m.
128.sched_arr_time,unknown,4:53 p.m.
128.act_arr_time,4:22 p.m.,4:44 p.m.
129.act_dep_time,unknown,2:48 p.m.
129.act_arr_time,unknown,7:10 p.m.
130.act_dep_time,unknown,9:16 a.m.
130.act_arr_time,unknown,11:56 a.m.
131.sched_dep_time,unknown,2:35 p.m.
131.sched_arr_time,unknown,4:05 p.m.
131.act_arr_time,3:36 p.m.,3:43 p.m.
132.sched_dep_time,unknown,2:55 p.m.
132.act_dep_time,3:28 p.m.,3:27 p.m.
132.sched_arr_time,unknown,5:55 p.m.
132.act_arr_time,5:39 p.m.,5:43 p.m.
133.sched_dep_time,unknown,7:15 a.m.
133.sched_arr_time,unknown,11:35 a.m.
133.act_arr_time,11:04 a.m.,11:06 a.m.
134.sched_dep_time,unknown,12:10 p.m.
134.act_dep_time,12:11 p.m.,12:10 p.m.
134.sched_arr_time,unknown,2:15 p.m.
134.act_arr_time,1:42 p.m.,1:43 p.m.
135.sched_dep_time,unknown,7:55 a.m.
135.sched_arr_time,unknown,11:05 a.m.
135.act_arr_time,10:58 a.m.,11:01 a.m.
136.sched_dep_time,9:05 a.m. (-00:00),9:05 a.m.
136.act_dep_time,unknown,8:52 a.m.
136.act_arr_time,unknown,12:09 p.m.
137.sched_dep_time,unknown,1:05 p.m.
137.act_dep_time,1:20 p.m.,1:19 p.m.
137.sched_arr_time,unknown,2:35 p.m.
137.act_arr_time,2:49 p.m.,3:13 p.m.
138.sched_dep_time,unknown,8:35 a.m.
138.act_dep_time,8:55 a.m.,8:56 a.m.
138.sched_arr_time,unknown,10:40 a.m.
138.act_arr_time,10:12 a.m.,10:16 a.m.
139.sched_dep_time,unknown,3:05 p.m.
139.act_dep_time,3:38 p.m.,3:36 p.m.
139.sched_arr_time,unknown,6:30 p.m.
139.act_arr_time,6:30 p.m.,6:43 p.m.
140.sched_dep_time,unknown,7:30 a.m.
140.sched_arr_time,unknown,8:00 a.m.
140.act_arr_time,7:59 a.m.,8:06 a.m.
141.sched_dep_time,unknown,4:00 p.m.
141.sched_arr_time,unknown,6:40 p.m.
141.act_arr_time,6:11 p.m.,6:15 p.m.
142.sched_dep_time,unknown,11:35 a.m.
142.sched_arr_time,unknown,2:25 p.m.
142.act_arr_time,2:21 p.m.,2:27 p.m.
143.act_dep_time,unknown,3:31 p.m.
143.act_arr_time,unknown,5:26 p.m.
144.sched_dep_time,unknown,11:55 a.m.
144.sched_arr_time,unknown,6:17 p.m.
144.act_arr_time,5:34 p.m.,5:38 p.m.
145.sched_dep_time,unknown,10:40 a.m.
145.act_dep_time,10:55 a.m.,10:54 a.m.
145.sched_arr_time,unknown,12:55 p.m.
145.act_arr_time,12:37 p.m.,12:50 p.m.
146.sched_dep_time,unknown,6:45 a.m.
146.act_dep_time,6:58 a.m.,6:57 a.m.
146.sched_arr_time,unknown,7:45 a.m.
146.act_arr_time,7:37 a.m.,7:40 a.m.
147.act_dep_time,unknown,3:58 p.m.
147.act_arr_time,unknown,6:36 p.m.
148.sched_dep_time,unknown,6:00 a.m.
148.act_dep_time,6:11 a.m.,6:10 a.m.
148.sched_arr_time,unknown,6:40 a.m.
148.act_arr_time,6:15 a.m.,6:19 a.m.
149.sched_dep_time,unknown,7:10 a.m.
149.act_dep_time,7:40 a.m.,7:39 a.m.
149.sched_arr_time,unknown,10:45 a.m.
149.act_arr_time,10:52 a.m.,11:12 a.m.
150.sched_dep_time,unknown,7:10 a.m.
150.act_dep_time,7:32 a.m.,7:31 a.m.
150.sched_arr_time,unknown,3:30 p.m.
150.act_arr_time,3:12 p.m.,3:14 p.m.
151.act_arr_time,9:22 a.m.,9:32 a.m.
152.sched_dep_time,unknown,7:00 p.m.
152.act_dep_time,7:42 p.m.,7:14 p.m.
152.sched_arr_time,unknown,10:15 p.m.
152.act_arr_time,10:23 p.m.,10:29 p.m.
153.act_arr_time,9:12 a.m.,9:28 a.m.
154.act_dep_time,8:49 a.m.,8:29 a.m.
154.act_arr_time,11:35 a.m.,11:58 a.m.
155.sched_dep_time,unknown,8:41 a.m.
155.act_dep_time,9:01 a.m.,8:42 a.m.
155.sched_arr_time,unknown,9:54 a.m.
155.act_arr_time,9:40 a.m.,9:43 a.m.
156.act_dep_time,7:59 p.m.,7:58 p.m.
156.act_arr_time,10:39 p.m.&nbsp(estimated),10:30 p.m.
157.act_dep_time,12:12 p.m.,12:11 p.m.
157.act_arr_time,3:10 p.m.,3:16 p.m.
158.act_dep_time,3:50 p.m.,3:27 p.m.
159.sched_dep_time,unknown,11:25 a.m.
159.act_dep_time,12:37 p.m.,11:32 a.m.
159.sched_arr_time,unknown,2:50 p.m.
159.act_arr_time,3:25 p.m.,3:31 p.m.
160.sched_dep_time,unknown,10:39 a.m.
160.act_dep_time,10:53 a.m.,10:33 a.m.
160.sched_arr_time,unknown,11:19 a.m.
160.act_arr_time,11:18 a.m.,11:21 a.m.
161.act_dep_time,not available,11:25 p.m.
161.sched_arr_time,6:55 a.m. dec 02,6:55 a.m.
161.act_arr_time,not available,6:55 a.m.
162.sched_dep_time,unknown,6:00 a.m.
162.act_dep_time,6:10 a.m.,5:56 a.m.
162.sched_arr_time,unknown,7:23 a.m.
162.act_arr_time,7:10 a.m.,7:17 a.m.
163.sched_dep_time,unknown,12:30 a.m.
163.act_dep_time,12:58 a.m.,12:41 a.m.
163.sched_arr_time,unknown,5:35 a.m.
163.act_arr_time,5:23 a.m.,5:26 a.m.
164.act_dep_time,4:10 p.m.,4:00 p.m.
164.act_arr_time,6:25 p.m.,6:28 p.m.
165.sched_dep_time,unknown,7:35 a.m.
165.act_dep_time,7:56 a.m.,7:29 a.m.
165.sched_arr_time,unknown,9:21 a.m.
165.act_arr_time,9:09 a.m.,9:14 a.m.
166.sched_dep_time,unknown,9:45 a.m.
166.act_dep_time,10:35 a.m.,10:19 a.m.
166.sched_arr_time,unknown,1:16 p.m.
166.act_arr_time,1:09 p.m.,1:19 p.m.
167.act_dep_time,10:11 a.m.,10:10 a.m.
167.act_arr_time,1:18 p.m.,1:27 p.m.
168.sched_dep_time,unknown,8:15 a.m.
168.act_dep_time,8:26 a.m.,8:12 a.m.
168.sched_arr_time,unknown,10:06 a.m.
168.act_arr_time,9:54 a.m.,9:56 a.m.
169.act_arr_time,9:42 a.m.,9:45 a.m.
170.act_dep_time,4:30 p.m.,4:29 p.m.
170.act_arr_time,7:35 p.m.,7:39 p.m.
171.sched_dep_time,unknown,10:45 a.m.
171.sched_arr_time,unknown,2:20 p.m.
171.act_arr_time,1:34 p.m.,1:40 p.m.
172.sched_dep_time,unknown,2:30 p.m.
172.act_dep_time,2:59 p.m.,2:48 p.m.
172.sched_arr_time,unknown,7:03 p.m.
172.act_arr_time,6:59 p.m.,7:10 p.m.
173.sched_dep_time,unknown,8:05 a.m.
173.act_dep_time,8:18 a.m.,8:00 a.m.
173.sched_arr_time,unknown,11:35 a.m.
173.act_arr_time,11:26 a.m.,11:32 a.m.
174.sched_dep_time,unknown,2:55 p.m.
174.act_dep_time,3:04 p.m.,2:55 p.m.
174.sched_arr_time,unknown,5:00 p.m.
174.act_arr_time,4:45 p.m.,4:47 p.m.
175.act_dep_time,12:13 p.m.,12:12 p.m.
176.sched_dep_time,unknown,11:40 a.m.
176.act_dep_time,12:06 p.m.,11:56 a.m.
176.sched_arr_time,unknown,1:17 p.m.
176.act_arr_time,1:12 p.m.,1:14 p.m.
177.act_dep_time,6:09 a.m.,6:08 a.m.
177.act_arr_time,9:00 a.m.,9:05 a.m.
178.act_dep_time,11:45 a.m.,11:30 a.m.
178.act_arr_time,5:03 p.m.,5:05 p.m.
179.sched_dep_time,unknown,6:00 a.m.
179.act_dep_time,6:17 a.m.,6:02 a.m.
179.sched_arr_time,unknown,10:20 a.m.
179.act_arr_time,10:18 a.m.,10:27 a.m.
180.sched_dep_time,unknown,8:40 a.m.
180.act_dep_time,9:01 a.m.,8:40 a.m.
180.sched_arr_time,unknown,10:54 a.m.
180.act_arr_time,10:47 a.m.,10:56 a.m.
181.act_dep_time,10:19 a.m.,10:18 a.m.
181.act_arr_time,11:50 a.m.,11:56 a.m.
182.act_arr_time,3:19 p.m.,3:30 p.m.
183.sched_dep_time,unknown,7:53 a.m.
183.act_dep_time,8:07 a.m.,7:49 a.m.
183.sched_arr_time,unknown,1:39 p.m.
183.act_arr_time,1:27 p.m.,1:30 p.m.
184.sched_dep_time,unknown,12:30 p.m.
184.act_dep_time,12:56 p.m.,12:35 p.m.
184.sched_arr_time,unknown,3:19 p.m.
184.act_arr_time,3:20 p.m.,3:21 p.m.
185.sched_dep_time,unknown,11:45 a.m.
185.act_dep_time,12:14 p.m.,12:13 p.m.
185.sched_arr_time,unknown,2:00 p.m.
185.act_arr_time,2:01 p.m.,2:10 p.m.
186.act_dep_time,2:43 p.m.,2:26 p.m.
186.act_arr_time,5:28 p.m.,5:42 p.m.
187.sched_dep_time,12:00 p.m.,12:00 a.m.
187.act_dep_time,12:08 p.m.,3:11 a.m.
187.act_arr_time,1:14 p.m.,1:15 p.m.
188.sched_dep_time,unknown,5:25 p.m.
188.act_dep_time,5:38 p.m.,5:22 p.m.
188.sched_arr_time,unknown,8:22 p.m.
188.act_arr_time,7:55 p.m.,8:03 p.m.
189.sched_dep_time,unknown,7:10 p.m.
189.act_dep_time,8:36 p.m.,8:25 p.m.
189.sched_arr_time,unknown,8:56 p.m.
189.act_arr_time,9:38 p.m.,9:52 p.m.
190.act_dep_time,11:06 a.m.,11:05 a.m.
190.act_arr_time,2:37 p.m.,2:46 p.m.
191.act_dep_time,unknown,1:32 p.m.
191.sched_arr_time,4:52 p.m.,5:15 p.m.
191.act_arr_time,unknown,5:34 p.m.
192.sched_dep_time,unknown,3:35 p.m.
192.sched_arr_time,unknown,4:00 p.m.
192.act_arr_time,3:25 p.m.,3:33 p.m.
193.act_dep_time,7:22 a.m.,7:21 a.m.
193.act_arr_time,10:29 a.m.,10:36 a.m.
194.act_dep_time,not available,6:30 p.m.
194.act_arr_time,not available,7:25 p.m.
195.act_dep_time,6:56 p.m.,6:55 p.m.
195.act_arr_time,8:43 p.m.,8:53 p.m.
196.act_dep_time,not available,7:15 p.m.
196.sched_arr_time,12:21 a.m. dec 02,12:21 a.m.
196.act_arr_time,not available,12:21 a.m.
197.sched_dep_time,unknown,1:55 p.m.
197.act_dep_time,2:38 p.m.,2:10 p.m.
197.sched_arr_time,unknown,7:53 p.m.
197.act_arr_time,7:53 p.m.,7:58 p.m.
198.act_dep_time,9:58 a.m.,9:14 a.m.
198.act_arr_time,12:03 p.m.,12:09 p.m.
199.act_dep_time,6:57 a.m.,6:56 a.m.
200.act_dep_time,7:31 a.m.,7:30 a.m.
200.act_arr_time,9:29 a.m.,9:31 a.m.
201.sched_dep_time,unknown,4:55 p.m.
201.act_dep_time,5:09 p.m.,5:08 p.m.
201.sched_arr_time,unknown,8:05 p.m.
201.act_arr_time,7:53 p.m.,7:55 p.m.
202.act_dep_time,4:46 p.m.,4:28 p.m.
202.act_arr_time,6:36 p.m.,6:38 p.m.
203.sched_dep_time,unknown,4:16 p.m.
203.act_dep_time,4:37 p.m.,4:15 p.m.
203.sched_arr_time,unknown,7:35 p.m.
203.act_arr_time,7:26 p.m.,7:36 p.m.
204.act_arr_time,9:49 p.m.,9:53 p.m.
205.sched_dep_time,unknown,10:25 a.m.
205.act_dep_time,10:37 a.m.,10:20 a.m.
205.sched_arr_time,unknown,6:44 p.m.
205.act_arr_time,6:13 p.m.,6:34 p.m.
206.sched_dep_time,unknown,7:05 a.m.
206.act_dep_time,7:31 a.m.,7:05 a.m.
206.sched_arr_time,unknown,10:31 a.m.
206.act_arr_time,10:45 a.m.,10:47 a.m.
207.act_dep_time,11:02 a.m.,11:01 a.m.
207.act_arr_time,2:56 p.m.,3:04 p.m.
208.act_dep_time,1:48 p.m.,1:31 p.m.
208.act_arr_time,4:18 p.m.,4:23 p.m.
209.act_dep_time,12:42 p.m.,12:41 p.m.
209.act_arr_time,2:52 p.m.,2:50 p.m.
210.sched_dep_time,unknown,1:29 p.m.
210.act_dep_time,2:01 p.m.,1:48 p.m.
210.sched_arr_time,unknown,4:17 p.m.
210.act_arr_time,4:06 p.m.,4:17 p.m.
211.act_dep_time,unknown,11:55 p.m.
211.sched_arr_time,5:50 a.m.dec 02,5:50 a.m.
211.act_arr_time,unknown,5:50 a.m.
212.act_dep_time,not available,4:25 p.m.
212.sched_arr_time,12:29 a.m. dec 02,12:29 a.m.
212.act_arr_time,not available,12:29 a.m.
213.act_dep_time,not available,9:00 p.m.
213.sched_arr_time,12:15 a.m. dec 02,12:15 a.m.
213.act_arr_time,not available,12:15 a.m.
214.act_dep_time,not available,8:25 p.m.
214.act_arr_time,not available,11:50 p.m.
215.act_dep_time,7:23 a.m.,7:22 a.m.
215.act_arr_time,9:58 a.m.,10:04 a.m.
216.act_dep_time,8:52 a.m.,8:51 a.m.
216.act_arr_time,11:40 a.m.,11:44 a.m.
217.sched_dep_time,unknown,8:29 a.m.
217.act_dep_time,8:37 a.m.,8:26 a.m.
217.sched_arr_time,unknown,9:24 a.m.
217.act_arr_time,9:11 a.m.,9:13 a.m.
218.act_dep_time,not available,1:30 p.m.
218.act_arr_time,not available,3:50 p.m.
219.sched_dep_time,unknown,2:53 p.m.
219.act_dep_time,3:17 p.m.,3:01 p.m.
219.sched_arr_time,unknown,4:48 p.m.
219.act_arr_time,4:55 p.m.,4:59 p.m.
220.sched_dep_time,unknown,7:35 a.m.
220.act_dep_time,7:41 a.m.,7:27 a.m.
220.sched_arr_time,unknown,9:43 a.m.
220.act_arr_time,8:41 a.m.,8:45 a.m.
221.act_dep_time,unknown,11:08 p.m.
221.sched_arr_time,5:11 a.m.dec 02,5:11 a.m.
221.act_arr_time,unknown,5:11 a.m.
222.act_dep_time,unknown,5:30 p.m.
222.sched_arr_time,6:09 p.m.,6:40 p.m.
222.act_arr_time,unknown,6:40 p.m.
223.sched_dep_time,unknown,1:45 p.m.
