id(String),ident(String),type(String),name(String),latitude_deg(String),longitude_deg(String),elevation_ft(String),continent(String),iso_country(String),iso_region(String),municipality(String),scheduled_service(String),gps_code(String),local_code(String)
7250,0J8,small_airport,Flying Ten Airport,29.61800003,-82.50869751,85,,US,US-FL,Archer,no,0J8,0J8
7251,0K6,small_airport,Dobie's Airport,36.178496,-95.580468,610,,US,US-OK,Inola,no,,0K6
7252,0KS0,small_airport,J V Ranch Airport,38.63330078,-95.9253006,1180,,US,US-KS,Osage City,no,0KS0,0KS0
7253,0KS2,closed,Kellie Mann Airfield,38.560001,-95.309097,1045,,US,US-KS,Ottawa,no,,
7254,0KS3,small_airport,Camp Chippewa Airport,38.56669998,-95.36689758,1120,,US,US-KS,Ottawa,no,0KS3,0KS3
7255,0KS4,small_airport,Norris Airport,38.807239,-95.370056,1065,,US,US-KS,Lawrence,no,0KS4,0KS4
7256,0KS6,small_airport,Kendrigan Airport,37.45220184,-97.31780243,1240,,US,US-KS,Peck,no,0KS6,0KS6
7257,0KS7,small_airport,Mono Aircraft Airport,37.69279862,-97.88639832,1450,,US,US-KS,Cheney,no,0KS7,0KS7
7258,0KS8,small_airport,Pearce Field,37.3824997,-95.37470245,950,,US,US-KS,Parsons,no,0KS8,0KS8
7259,0KS9,small_airport,Lmn 120 Airport,37.51589966,-96.91979981,1330,,US,US-KS,Douglas,no,0KS9,0KS9
7260,0KY0,small_airport,Owen Air Park,38.62279892,-84.77890015,890,,US,US-KY,Owenton,no,0KY0,0KY0
7261,0KY1,small_airport,Arnemann Farms Airport,36.7655983,-86.61830139,504,,US,US-KY,Franklin,no,0KY1,0KY1
7262,0KY2,heliport,Mgt Station 2105 Heliport,37.50559998,-86.83750153,540,,US,US-KY,Hartford,no,0KY2,0KY2
7263,0KY3,closed,Tennessee Gas Heliport,38.561404,-83.952795,604,,US,US-KY,Load,no,,
7264,0KY4,small_airport,Cambron Field,37.56439972,-87.08190155,427,,US,US-KY,Owensboro,no,0KY4,0KY4
7265,0KY5,small_airport,Falin Landing Strip,36.8125,86375,600,,US,US-KY,Bowling Green,no,0KY5,0KY5
7266,0KY6,heliport,Tennessee Gas Heliport,38.2682991,-82.57749939,560,,US,US-KY,Burnaugh,no,0KY6,0KY6
7267,0KY7,small_airport,Clinton-Hickman County Airport,36.63610077,-88.99859619,360,,US,US-KY,Clinton,no,0KY7,0KY7
7268,0KY8,closed,Sky Airport,37.117199,-83.736099,850,,US,US-KY,Manchester,no,,
7269,0KY9,heliport,Pine Mountain Aero Heliport,37.11360169,-82.8035965,1300,,US,US-KY,Whitesburg,no,0KY9,0KY9
7270,0L4,small_airport,Lida Junction Airport,37.4858017,-117.1910019,4684,,US,US-NV,Goldfield,no,0L4,0L4
7271,0L5,small_airport,Goldfield Airport,37.722751,-117.236368,5680,,US,US-NV,Goldfield,no,NV50,NV50
7272,0L6,heliport,Winn Parish Medical Center Heliport,31.92320061,-92.64569855,140,,US,US-LA,Winnfield,no,0L6,0L6
7273,0LA0,heliport,West Hackberry Heliport,30.00849915,-93.40019989,10,,US,US-LA,Hackberry,no,0LA0,0LA0
7274,0LA1,small_airport,Double H Ranch Airport,30.22940064,-90.9733963,15,,US,US-LA,Gonzales,no,0LA1,0LA1
7275,0LA2,small_airport,Don Babin-Private Airport,30.27799988,-90.96320343,17,,US,US-LA,Gonzales,no,0LA2,0LA2
7276,0LA3,small_airport,Belcher Airpatch Airport,32.7492981,-93.87349701,280,,US,US-LA,Belcher,no,0LA3,0LA3
7277,0LA4,heliport,North Caddo Medical Center Heliport,32.86410141,-93.98899841,200,,US,US-LA,Vivian,no,0LA4,0LA4
7278,0LA5,heliport,Conoco Inc Heliport,29.25799942,-89.96369934,3,,US,US-LA,Grand Isle,no,0LA5,0LA5
7279,0LA6,closed,Freeport Sulphur Heliport,29.2586,-89.959198,3,,US,US-LA,Grand Isle,no,,
7280,0LA7,heliport,Exxon Heliport,29.25580025,-89.96759796,6,,US,US-LA,Grand Isle,no,0LA7,0LA7
7281,0LA8,heliport,Jackson Parish Hospital Heliport,32.25170136,-92.71279907,183,,US,US-LA,Jonesboro,no,0LA8,0LA8
7282,0LA9,small_airport,Rebel Field,30.5862999,-90.8615036,74,,US,US-LA,Watson,no,0LA9,0LA9
7283,0LL0,small_airport,Kaufield Airport,42.26470184,-88.73000336,783,,US,US-IL,Belvidere,no,0LL0,0LL0
7284,0LL1,small_airport,Jerseyville Aviation Inc Airport,39.09420013,-90.31340027,604,,US,US-IL,Jerseyville,no,0LL1,0LL1
7285,0LL2,small_airport,Murk's Strip,40.73889923,-90.38069916,700,,US,US-IL,St. Augustine,no,0LL2,0LL2
7286,0LL3,small_airport,Koenig Airport,39.05500031,-90.34210205,614,,US,US-IL,Jerseyville,no,0LL3,0LL3
7287,0LL4,small_airport,Flaherty Field,41.4192009,-89.12310028,664,,US,US-IL,La Salle,no,0LL4,0LL4
7288,0LL5,small_airport,Busboom RLA Restricted Landing Area,40.11000061,-88.07839966,675,,US,US-IL,St Joseph,no,0LL5,0LL5
7289,0LL6,small_airport,Gord Airport,41.69839859,-88.60759735,710,,US,US-IL,Sandwich,no,0LL6,0LL6
7290,0LL7,heliport,Valley West Hospital Heliport,41.657994,-88.621297,670,,US,US-IL,Sandwich,no,0LL7,0LL7
7291,0LL9,closed,Savanna Army Depot Helipad,42.183399,-90.255698,650,,US,US-IL,Savanna,no,,
7292,0LS0,small_airport,Theriot Field,29.74970055,-90.7358017,13,,US,US-LA,Thibodaux,no,0LS0,0LS0
7294,0LS2,heliport,Evergreen Fourchon Heliport,29.11639977,-90.20220184,6,,US,US-LA,Golden Meadow,no,0LS2,0LS2
7295,0LS3,heliport,Evergreen Venice Heliport,29.29669952,-89.37439728,-1,,US,US-LA,Venice,no,0LS3,0LS3
7296,0LS4,closed,Buller's Airstrip,30.808701,-92.188003,47,,US,US-LA,Bunkie,no,,
7297,0LS5,small_airport,Trahan Ultralightport,30.30690002,-92.12979889,40,,US,US-LA,Cankton,no,0LS5,0LS5
7298,0LS6,small_airport,Dufour Airport,30.78770065,-92.05039978,42,,US,US-LA,Morrow,no,0LS6,0LS6
7299,0LS7,small_airport,Morgan Field,30.6128006,-91.48419952,36,,US,US-LA,New Roads,no,0LS7,0LS7
7300,0LS8,small_airport,Lonesome Dove Airfield,30.28580093,-92.94129944,34,,US,US-LA,Woodlawn,no,0LS8,0LS8
7301,0LS9,small_airport,Huenefeld Airport,32.50429916,-91.98210144,72,,US,US-LA,Monroe,no,0LS9,0LS9
7302,0MA1,heliport,Massachusetts General Hospital Heliport,42.36370087,-71.06890106,214,,US,US-MA,Boston,no,0MA1,0MA1
7303,0MA2,heliport,Healthalliance Hospital-Leominster Heliport,42.54090118,-71.76280212,450,,US,US-MA,Leominster,no,0MA2,0MA2
7304,0MA3,heliport,Reh Heliport,41.78739929,-71.23179627,100,,US,US-MA,Rehoboth,no,0MA3,0MA3
7305,0MA4,heliport,Boston Medical Center Hospital Heliport,42.33359909,-71.07170105,19,,US,US-MA,Boston,no,0MA4,0MA4
7306,0MA5,heliport,Brockton Usar Center Heliport,42.05590057,-71.05590057,85,,US,US-MA,Brockton,no,0MA5,0MA5
7307,0MA6,heliport,Wbz Heliport,42.36510086,-71.13259888,9,,US,US-MA,Boston,no,0MA6,0MA6
7308,0MA8,heliport,Textron/Everett Heliport,42.404496,-71.070602,40,,US,US-MA,Everett,no,,
7309,0MA9,heliport,Lleia Kyle O'Meara Heliport,42.50310135,-71.90840149,1230,,US,US-MA,Westminster,no,0MA9,0MA9
7310,0MD0,heliport,Baltimore Washington Medical Center Heliport,39.13759995,-76.62329865,77,,US,US-MD,Glen Burnie,no,0MD0,0MD0
7311,0MD1,small_airport,Taylor Field,39.18730164,-75.79270172,75,,US,US-MD,Sudlersville,no,0MD1,0MD1
7312,0MD2,small_airport,Squier Landing Airport,38.287781,-76.867575,16,,US,US-MD,Cobb Island,no,,
7313,0MD3,heliport,The Johns Hopkins Hospital Heliport,39.29729843,-76.59329987,260,,US,US-MD,Baltimore,no,0MD3,0MD3
7314,0MD4,small_airport,Pond View Private Airport,39.26679993,-76.18720245,47,,US,US-MD,Chestertown,no,0MD4,0MD4
7315,0MD5,heliport,Greater Laurel Beltsville Hospital Heliport,39.08760071,-76.88159943,285,,US,US-MD,Laurel,no,0MD5,0MD5
7316,0MD6,small_airport,Walters Airport,39.38119888,-77.10579681,750,,US,US-MD,Mount Airy,no,0MD6,0MD6
7317,0MD7,heliport,The Aspen Institute Heliport,38.90930176,-76.11969757,20,,US,US-MD,Queenstown,no,0MD7,0MD7
7318,0MD8,heliport,Security Ford Heliport,39.2458992,-76.67610169,30,,US,US-MD,Arbutus,no,0MD8,0MD8
7319,0MD9,heliport,Calvert Memorial Hospital Heliport,38.56100082,-76.59660339,143,,US,US-MD,Prince Frederick,no,0MD9,0MD9
45455,0ME4,small_airport,Peasley Field,44.742469,-68.474403,271,,US,US-ME,Otis,no,0ME4,0ME4
7320,0MI0,closed,Sumner Heliport,42.970001,-85.6659,657,,US,US-MI,Grand Rapids,no,,
7321,0MI1,small_airport,Sugar Springs Airpark,44.140301,-84.4375,940,,US,US-MI,Gladwin,no,,5M6
7322,0MI2,closed,Stier Airstrip,44.522202,-83.683296,850,,US,US-MI,Glennie,no,,
7323,0MI3,small_airport,Kelleys Airport,44.63339996,-84.48339844,1000,,US,US-MI,Grayling,no,0MI3,0MI3
7324,0MI4,small_airport,Lesterson-Dempsey Airstrip,46.270198,-87.386496,1120,,US,US-MI,Gwinn,no,0MI4,0MI4
7325,0MI6,small_airport,Young's Airport,46.38750076,-85.18399811,800,,US,US-MI,Hulbert,no,0MI6,0MI6
7326,0MI7,heliport,Four Star Heliport,42.04309845,-83.35939789,603,,US,US-MI,Carleton,no,0MI7,0MI7
7327,0MI8,closed,Twin Lakes Airport,44.900002,-84.300001,1275,,US,US-MI,Lewiston,no,,
7328,0MI9,heliport,Henry Ford Hospital Heliport,42.36750031,-83.08439636,633,,US,US-MI,Detroit,no,0MI9,0MI9
7329,0MN0,seaplane_base,Winner's Landing Seaplane Base,44.7969017,-92.98410034,690,,US,US-MN,St Paul Park,no,0MN0,0MN0
7330,0MN1,small_airport,Brinkman Airport,44.26250076,-94.06970215,1020,,US,US-MN,St. Peter,no,0MN1,0MN1
7331,0MN2,seaplane_base,Grindstone Lake Seaplane Base,46.13330078,-93.00299835,1025,,US,US-MN,Sandstone,no,0MN2,0MN2
7332,0MN3,seaplane_base,Lower Hay Lake Seaplane Base,46.67779923,-94.29250336,1230,,US,US-MN,Jenkins,no,0MN3,0MN3
7333,0MN4,seaplane_base,Paul's Seaplane Base,46.47719955,-94.30310059,1200,,US,US-MN,Nisswa,no,0MN4,0MN4
7334,0MN5,small_airport,Pankratz Airport,44.30720139,-94.91690064,1033,,US,US-MN,Springfield,no,0MN5,0MN5
7335,0MN6,small_airport,Matson Field,43.66220093,-92.40429688,1365,,US,US-MN,Spring Valley,no,0MN6,0MN6
7336,0MN7,heliport,Ely Bloomenson Community Hospital Heliport,47.89910126,-91.8730011,1450,,US,US-MN,Ely,no,0MN7,0MN7
7337,0MN8,small_airport,Keller Airport,45.13579941,-92.85939789,990,,US,US-MN,Stillwater,no,0MN8,0MN8
7338,0MN9,heliport,Triple H Heliport,45.31330109,-93.71759796,980,,US,US-MN,Big Lake,no,0MN9,0MN9
7339,0MO0,small_airport,Ferros Ranch-Aero Airport,38.41030121,-93.85019684,775,,US,US-MO,Clinton,no,0MO0,0MO0
7340,0MO1,small_airport,Flying G Airport,38.54449844,-94.09470367,920,,US,US-MO,Creighton,no,0MO1,0MO1
7341,0MO2,small_airport,Short-N-Ruff Airport,37.7867012,-90.78009796,950,,US,US-MO,Caledonia,no,0MO2,0MO2
7342,0MO3,closed,Arvin Ranch Airport,38.4403,-94.5933,1000,,US,US-MO,Drexel,no,,
7343,0MO4,heliport,Bert Walter Berkowitz Heliport,39.08530045,-94.57379913,890,,US,US-MO,Kansas City,no,0MO4,0MO4
7344,0MO5,small_airport,Joe D Lewis Airport,40.13339996,-92.10019684,780,,US,US-MO,Edina,no,0MO5,0MO5
7345,0MO6,small_airport,Hall Airport,40.11669922,-92.26689911,850,,US,US-MO,Edina,no,0MO6,0MO6
7346,0MO7,heliport,St Joseph Hospital West Heliport,38.80329895,-90.77629852,531,,US,US-MO,Lake Saint Louis,no,0MO7,0MO7
7347,0MO8,small_airport,Sloan's Airport,39.1405983,-90.73680115,437,,US,US-MO,Elsberry,no,0MO8,0MO8
7348,0MO9,heliport,Emerson Heliport,38.72949982,-90.27839661,575,,US,US-MO,Ferguson,no,0MO9,0MO9
7349,0MS0,small_airport,Topton Air Estates Airport,32.47499847,-88.61669922,453,,US,US-MS,Meridian,no,0MS0,0MS0
7350,0MS1,small_airport,Franklin Field,31.42519951,-90.9029007,200,,US,US-MS,Meadville,no,0MS1,0MS1
7351,0MS2,small_airport,Morgan Field,31.54179955,-89.39170075,300,,US,US-MS,Seminary,no,0MS2,0MS2
7352,0MS3,heliport,Baptist Memorial Hospital-North Ms Heliport,34.34780121,-89.51899719,430,,US,US-MS,Oxford,no,0MS3,0MS3
7353,0MS4,heliport,Sheriff's Courthouse Heliport,30.37599945,-89.0861969,50,,US,US-MS,Gulfport,no,0MS4,0MS4
7354,0MS5,small_airport,Lewis Air Service Airport,33.39179993,-90.91680145,120,,US,US-MS,Leland,no,0MS5,0MS5
7355,0MS6,heliport,Levert Heliport,30.30130005,-89.23449707,25,,US,US-MS,Pass Christian,no,0MS6,0MS6
7356,0MS7,small_airport,Hale Field,34.34260178,-89.14309692,346,,US,US-MS,Pontotoc,no,0MS7,0MS7
7357,0MS8,small_airport,Catfish Point Airport,33.69929886,-91.1651001,154,,US,US-MS,Benoit,no,0MS8,0MS8
7358,0MS9,small_airport,Shenandoah Valley Farms Airport,33.80070114,-89.02729797,300,,US,US-MS,Houston,no,0MS9,0MS9
7359,0MT1,small_airport,Williams Field,47.49750137,-112.3909988,4070,,US,US-MT,Augusta,no,0MT1,0MT1
7360,0MT2,heliport,Big Sandy Medical Center Heliport,48.17969894,-110.1090012,2750,,US,US-MT,Big Sandy,no,0MT2,0MT2
7361,0MT3,heliport,Stock Farm Heliport,46.25080109,-114.0670013,3920,,US,US-MT,Hamilton,no,0MT3,0MT3
7362,0MT4,small_airport,Kimp Airport,46.27859879,-114.1409988,3510,,US,US-MT,Hamilton,no,0MT4,0MT4
7363,0MT5,small_airport,Cottonwood Airport,45.63420105,-108.848999,3350,,US,US-MT,Laurel,no,0MT5,0MT5
7364,0MT6,small_airport,Hanson Airport,48.04059982,-114.6790009,3900,,US,US-MT,Marion,no,0MT6,0MT6
7365,0MT7,small_airport,Pinehurst Ranch Airport,47.66080093,-115.4039993,2460,,US,US-MT,Thompson Falls,no,0MT7,0MT7
7366,0MT8,heliport,Glacier Heli Tours Heliport,48.48669815,-113.9980011,3300,,US,US-MT,West Glacier,no,0MT8,0MT8
7367,0MT9,small_airport,Lone Hawk Airport,48.48329926,-114.4929962,3284,,US,US-MT,White Fish,no,0MT9,0MT9
7368,0MU0,small_airport,Eagle Field,37.23469925,-91.09359741,784,,US,US-MO,Ellington,no,0MU0,0MU0
7369,0MU1,small_airport,Sunderland Airport,37.24670029,-94.17389679,1027,,US,US-MO,Avilla,no,0MU1,0MU1
7370,0MU2,heliport,Christian Hospital Northeast Heliport,38.7745018,-90.23899841,520,,US,US-MO,Florissant,no,0MU2,0MU2
7371,0MU3,heliport,Hannibal Regional Hospital Heliport,39.71120071,-91.45069885,744,,US,US-MO,Hannibal,no,0MU3,0MU3
7372,0MU4,small_airport,Slaughter Airport,39.61610031,-92.86689758,800,,US,US-MO,Marceline,no,0MU4,0MU4
7373,0MU5,heliport,Holden Heliport,38.71969986,-93.99440002,865,,US,US-MO,Holden,no,0MU5,0MU5
7374,0MU6,heliport,Bradbury-Rolf Memorial Heliport,39.07329941,-93.73590088,815,,US,US-MO,Higginsville,no,0MU6,0MU6
7375,0MU7,small_airport,Lambs Field,38875,-94.13970184,1070,,US,US-MO,Lone Jack,no,0MU7,0MU7
7376,0MU8,small_airport,Prince STOLport,37.43870163,-89.75900269,582,,US,US-MO,Millersville,no,0MU8,0MU8
7377,0MY0,heliport,Kenyon Heliport,44.33390045,-92.94329834,1500,,US,US-MN,Kenyon,no,0MY0,0MY0
7378,0MY1,heliport,Bozeman Deaconess Hospital Heliport,45.66999817,-111.0189972,4925,,US,US-MT,Bozeman,no,0MY1,0MY1
7379,0N0,small_airport,Roosterville Airport,39.29109955,-94.44219971,1004,,US,US-MO,Liberty,no,0N0,0N0
7380,0N4,small_airport,Chandelle Estates Airport,39.20230103,-75.48549652,22,,US,US-DE,Dover,no,0N4,0N4
7381,0N5,heliport,Deldot Helistop,39.14960098,-75.50489807,30,,US,US-DE,Dover,no,0N5,0N5
7382,0N6,small_airport,Albanna Aviation Airport,39.012602,-75.533501,50,,US,US-DE,Felton,no,,0N6
7383,0NA1,small_airport,Goerger Airport,46.24549866,-97.03759766,1045,,US,US-ND,Barney,no,0NA1,0NA1
7384,0NA5,small_airport,Sorlie Airport,48.00109863,-99.56289673,1580,,US,US-ND,Maddock,no,0NA5,0NA5
7385,0NA9,small_airport,Boyd's Turf Airport,46.75,-103.8010025,2750,,US,US-ND,Golva,no,0NA9,0NA9
7386,0NC0,heliport,Wayne Memorial Hospital Inc. Heliport,35.3987999,-77.9496994,106,,US,US-NC,Goldsboro,no,0NC0,0NC0
7387,0NC1,small_airport,Bearwallow Farm Airport,35.45709992,-82.37539673,3608,,US,US-NC,Hendersonville,no,0NC1,0NC1
7388,0NC2,heliport,Moore Regional Hospital Heliport,35.20489883,-79.45670319,460,,US,US-NC,Pinehurst,no,0NC2,0NC2
7389,0NC3,heliport,Washington County Hospital Heliport,35.87519836,-76.6996994,19,,US,US-NC,Plymouth,no,0NC3,0NC3
7390,0NC4,heliport,Wake Medical Center Heliport,35.78680039,-78.58580017,245,,US,US-NC,Raleigh,no,0NC4,0NC4
7391,0NC5,heliport,Nash General Hospital Heliport,35.91889954,-77.78919983,156,,US,US-NC,Rocky Mount,no,0NC5,0NC5
7392,0NC6,heliport,Our Community Hospital Heliport,36.13130188,-77.41889954,113,,US,US-NC,Scotland Neck,no,0NC6,0NC6
7393,0NC7,small_airport,Lindsay Airport,36.35720062,-79.99749756,700,,US,US-NC,Madison,no,0NC7,0NC7
7394,0NC8,small_airport,Flying S Ranch Airport,35.755699,-80.735298,830,,US,US-NC,Cleveland,no,0NC8,0NC8
7395,0NC9,heliport,Maria Parham Health DLP Affiliate Heliport,36.3307,-78.449699,465,,US,US-NC,Henderson,no,0NC9,0NC9
7396,0ND0,small_airport,Gilbertson Field,47.92919922,-99.40039825,1550,,US,US-ND,Flora,no,0ND0,0ND0
7397,0ND6,small_airport,Schumacher Strip,46.05500031,-99.917099,2020,,US,US-ND,Hague,no,0ND6,0ND6
7398,0ND7,small_airport,Saville Private Airport,46.46530151,-100.1050034,1961,,US,US-ND,Hazelton,no,0ND7,0ND7
7399,0NE0,small_airport,Merrihew Airport,41.84999847,-101.9499969,3815,,US,US-NE,Ashby,no,0NE0,0NE0
7400,0NE1,small_airport,Runner Landing Area Airport,42.40719986,-101.9319992,3760,,US,US-NE,Ashby,no,0NE1,0NE1
7401,0NE2,small_airport,Merry Airport,41.86660004,-101.9169998,3791,,US,US-NE,Ashby,no,0NE2,0NE2
7402,0NE3,heliport,Syracuse Hospital Heliport,40.66719818,-96.18640137,1120,,US,US-NE,Syracuse,no,0NE3,0NE3
7403,0NE4,heliport,Franklin County Memorial Hospital Heliport,40.09719849,-98.95040131,1950,,US,US-NE,Franklin,no,0NE4,0NE4
7404,0NE5,small_airport,Newman Airport,41.02109909,-102.0179977,3525,,US,US-NE,Big Springs,no,0NE5,0NE5
7405,0NE6,small_airport,Frager Field,40.43330002,-98.07060242,1765,,US,US-NE,Fairfield,no,0NE6,0NE6
324652,0NH7,heliport,Leinsing Heliport,43.151831,-70.846902,10,,US,US-NH,Dover,no,0NH7,0NH7
7406,0NJ0,heliport,Atlantic City Medical Center Heliport,39.35897025,-74.4346717,82,,US,US-NJ,Atlantic City,no,0NJ0,0NJ0
7407,0NJ1,heliport,Berkeley Township Police Heliport,39.90729904,-74.23490143,54,,US,US-NJ,Bayville,no,0NJ1,0NJ1
7408,0NJ2,heliport,Ballymere Heliport,40.75289917,-74.43990326,280,,US,US-NJ,Morristown,no,0NJ2,0NJ2
7409,0NJ3,heliport,Mount Holly Heliport,39.96680069,-74.79959869,45,,US,US-NJ,Mount Holly,no,0NJ3,0NJ3
7410,0NJ4,heliport,Weichert Headquarters Heliport,40.94070053,-74.46150208,103,,US,US-NJ,Morris Plains,no,0NJ4,0NJ4
7411,0NJ5,small_airport,Fla-Net Airport,40.88589859,-74.70570374,1040,,US,US-NJ,Netcong,no,0NJ5,0NJ5
7412,0NJ6,small_airport,Dix Field,39.31679916,-74.63289642,8,,US,US-NJ,Linwood,no,0NJ6,0NJ6
7413,0NJ7,heliport,Essex Generating Station Heliport,40.7378006,-74.11889648,8,,US,US-NJ,Newark,no,0NJ7,0NJ7
7414,0NJ8,heliport,Port Newark Helistop,40.70230103,-74.15070343,10,,US,US-NJ,Newark,no,0NJ8,0NJ8
7415,0NJ9,heliport,Jersey Tpke New Brunswick Helistop,40.47729874,-74.40789795,70,,US,US-NJ,New Brunswick,no,0NJ9,0NJ9
7416,0NK0,small_airport,Berdick Field,42.33399963,-78.79090118,1690,,US,US-NY,Cattaraugus,no,0NK0,0NK0
7417,0NK1,small_airport,Spring Brook Airport,43.36169815,-76.22019959,450,,US,US-NY,Central Square,no,0NK1,0NK1
7418,0NK2,small_airport,Westwind Farm Airport,42.98339844,-74.01619721,800,,US,US-NY,Charlton,no,0NK2,0NK2
7419,0NK3,small_airport,Seven Gullies Airport,42.69589996,-77.79219818,600,,US,US-NY,Groveland,no,0NK3,0NK3
7420,0NK4,heliport,Medical Center Heliport,40.72589874,-73.55370331,80,,US,US-NY,Hempstead,no,0NK4,0NK4
7421,0NK5,closed,Mid-Hudson Helicopter Service Heliport,41.606201,-73.827599,270,,US,US-NY,Hopewell Junction,no,,
7422,0NK6,small_airport,Lapeer Flyer Airport,42.43840027,-76.08879852,1280,,US,US-NY,Marathon,no,0NK6,0NK6
7423,0NK7,heliport,Ibm King St Heliport,41.10250092,-73.72609711,470,,US,US-NY,Armonk,no,0NK7,0NK7
7424,0NK8,small_airport,Rocky Reef Farm Airport,41.92089844,-73.67040253,450,,US,US-NY,Attlebury,no,0NK8,0NK8
7425,0NK9,small_airport,Lakeview Airport,43.01029968,-75.82689667,1050,,US,US-NY,Chittenango,no,0NK9,0NK9
7426,0NM0,small_airport,Columbus Municipal Airport,31.82369995,-107.6269989,4024,,US,US-NM,Columbus,no,0NM0,0NM0
7427,0NM7,small_airport,Negrito Airstrip,33.52090073,-108.5429993,8143,,US,US-NM,Reserve,no,0NM7,0NM7
7428,0NV1,heliport,Summerlin Medical Center Heliport,36.1935997,-115.3010025,2745,,US,US-NV,Las Vegas,no,0NV1,0NV1
7429,0NY0,small_airport,Bennetts Airport,43.70009995,-73.98290253,1040,,US,US-NY,North Creek,no,0NY0,0NY0
7430,0NY1,small_airport,Russell Field,43.1391983,-73.65319824,260,,US,US-NY,Northumberland,no,0NY1,0NY1
7431,0NY3,small_airport,Kermizian Airport,43.31399918,-74.93209839,1440,,US,US-NY,Ohio,no,0NY3,0NY3
7432,0NY5,heliport,State Police Troop D Heliport,43.09420013,-75.64959717,507,,US,US-NY,Oneida,no,0NY5,0NY5
7433,0NY6,heliport,New York State Police Heliport,42.92839813,-76.6155014,600,,US,US-NY,Auburn,no,0NY6,0NY6
7434,0NY7,small_airport,Murphys Landing Strip,43.03760147,-74.18430328,940,,US,US-NY,Perth,no,0NY7,0NY7
7435,0NY8,small_airport,Wenskoski Field,42.99729919,-74.24539948,800,,US,US-NY,Perth,no,0NY8,0NY8
7436,0O0,seaplane_base,San Luis Reservoir Seaplane Base,37.05830002,-121.1259995,544,,US,US-CA,Los Banos,no,0O0,0O0
7437,0O4,small_airport,Corning Municipal Airport,39.9435997,-122.1709976,292,,US,US-CA,Corning,no,0O4,0O4
7438,0O9,small_airport,Ward Field,41.84569931,-123.9850006,356,,US,US-CA,Gasquet,no,0O9,0O9
7439,0OH1,heliport,Cirino Heliport,41.44390106,-81.32759857,1250,,US,US-OH,Chagrin Falls,no,0OH1,0OH1
7440,0OH2,closed,Jenkins Field,39.970604,-83.911598,1080,,US,US-OH,North Hampton,no,,
7441,0OH3,heliport,Hamilton County Sheriff's Patrol Heliport,39.27920151,-84.56469727,865,,US,US-OH,Forest Park,no,0OH3,0OH3
322182,0OH4,heliport,Upper Valley Medical Center Heliport,40.085621,-84.228562,867,,US,US-OH,Troy,no,0OH4,0OH4
7442,0OH6,small_airport,Fry Field,39.6006012,-84.0196991,775,,US,US-OH,Spring Valley,no,0OH6,0OH6
7443,0OH7,small_airport,Apple Airport,40.1432991,-84.17189789,1000,,US,US-OH,Piqua,no,0OH7,0OH7
7444,0OH8,small_airport,Fry Airport,40.18840027,-84.25610352,900,,US,US-OH,Piqua,no,0OH8,0OH8
7445,0OH9,closed,Parknavy Airport,40.0717,-83.229897,943,,US,US-OH,Plain City,no,,
7446,0OI0,heliport,Foltz Heliport,40.73590088,-81.24680328,1012,,US,US-OH,East Canton,no,0OI0,0OI0
7447,0OI1,heliport,Autolite Heliport,41.17919922,-83.41519928,759,,US,US-OH,Fostoria,no,0OI1,0OI1
7448,0OI2,small_airport,Unger Field,39.35979843,-83.41770172,940,,US,US-OH,Greenfield,no,0OI2,0OI2
7449,0OI3,small_airport,Galloway Airport,41.38209915,-82.7161026,643,,US,US-OH,Sandusky,no,0OI3,0OI3
7450,0OI4,small_airport,Salt Box Airport,41.32426453,-81.15930939,1250,,US,US-OH,Hiram,no,0OI4,0OI4
7451,0OI6,small_airport,Victor's Landing Airport,41.83810043,-80.64369965,860,,US,US-OH,Kingsville,no,0OI6,0OI6
7452,0OI9,small_airport,Hidden Quarry Airport,38.89450073,-83.1135025,830,,US,US-OH,Lucasville,no,0OI9,0OI9
7453,0OK0,small_airport,Edmond Airport,35.6833992,-97.43360138,1169,,US,US-OK,Edmond,no,0OK0,0OK0
7454,0OK1,small_airport,Mckey Airport,34.6570015,-97.40170288,1056,,US,US-OK,Elmore City,no,0OK1,0OK1
7455,0OK2,closed,Parkview Hospital Heliport,35.5298,-97.983902,1349,,US,US-OK,El Reno,no,,
7456,0OK3,small_airport,Mckinley Ranch Airport,35.61949921,-98.52259827,1420,,US,US-OK,Geary,no,0OK3,0OK3
7457,0OK4,small_airport,Rock Creek Farm Airport,34.66059876,-96.25360107,730,,US,US-OK,Coal Gate,no,0OK4,0OK4
7458,0OK5,small_airport,Chappell Airport,35.88890076,-97.40029907,1070,,US,US-OK,Guthrie,no,0OK5,0OK5
7459,0OK6,small_airport,Ellis/Harvey Airport,35.80170059,-97.38610077,1220,,US,US-OK,Guthrie,no,0OK6,0OK6
7460,0OK7,heliport,Shattuck Hospital Heliport,36.25,-99.87539673,2200,,US,US-OK,Shattuck,no,0OK7,0OK7
7461,0OK8,small_airport,Cade's Airport,36.29249954,-97.5931015,1140,,US,US-OK,Covington,no,0OK8,0OK8
7462,0OK9,small_airport,Crystal Airport,36.21340179,-96.63700104,1016,,US,US-OK,Jennings,no,0OK9,0OK9
7463,0OR0,heliport,Providence Hospital Heliport,42.33869934,-122.8619995,1350,,US,US-OR,Medford,no,0OR0,0OR0
7465,0OR2,heliport,Hendershots Heliport,42.1332016,-123.4509964,1200,,US,US-OR,Merlin,no,0OR2,0OR2
