attribute,wrong_val,correct_val
6891.sex,*mal****e,male
485.fnlwgt,163003,271749
692.fnlwgt,279472,140027
7187.fnlwgt,93604,188815
7103.fnlwgt,193741,201299
6739.sex,***ma*l*e,male
7820.sex,m*****ale,male
7869.race,*wh*it***e,white
2340.sex,m*a*l***e,male
3590.age,64,31
6759.sex,*ma*l***e,male
6991.fnlwgt,33487,138153
4438.fnlwgt,656036,132930
5620.fnlwgt,96851,94041
8996.fnlwgt,96851,390817
571.fnlwgt,493034,354351
6471.fnlwgt,310152,117363
5841.fnlwgt,310152,203894
3957.fnlwgt,386940,44121
3812.fnlwgt,386940,206535
6931.nativecountry,*u*nite*d*-stat*es,united-states
5898.fnlwgt,33487,310158
1555.sex,*ma**l**e,male
4568.sex,*m****ale,male
1371.fnlwgt,167350,403788
5554.fnlwgt,193741,703067
8414.sex,m***a**le,male
3230.race,**whi*t**e,white
5341.fnlwgt,24215,204840
4718.sex,m****a*le,male
7518.sex,m*a**l**e,male
9991.fnlwgt,193741,192409
5661.sex,*ma**l**e,male
2026.fnlwgt,22966,154373
8043.fnlwgt,216563,219233
9740.capital_gain,*****0,0
3351.fnlwgt,169905,374163
6999.fnlwgt,193741,125441
6697.fnlwgt,310152,234880
7107.fnlwgt,356838,176458
831.fnlwgt,163003,257780
9160.fnlwgt,199915,189888
132.fnlwgt,493034,43323
8478.capital_loss,*****0,0
6376.sex,*m*al***e,male
4322.race,w**h**it*e,white
5473.fnlwgt,96851,319842
1708.fnlwgt,293936,158784
4092.age,54,33
3898.fnlwgt,544091,174233
4362.fnlwgt,169905,125159
2756.fnlwgt,493034,211345
1693.fnlwgt,206399,375077
8855.race,w*hi*t***e,white
8567.capital_gain,*****0,0
7183.fnlwgt,310152,62865
4865.fnlwgt,145329,183327
5733.fnlwgt,310152,117789
7195.sex,**mal***e,male
1677.fnlwgt,24215,168340
8717.fnlwgt,310152,204160
9576.fnlwgt,493034,227070
8919.race,**wh***ite,white
1348.fnlwgt,117037,145886
9413.fnlwgt,493034,177287
339.fnlwgt,544091,104112
3046.education,hs-grad,5th-6th
6102.fnlwgt,32275,90730
8806.capital_loss,*****0,0
1047.fnlwgt,243190,196288
3536.fnlwgt,226956,174732
7542.sex,*m****ale,male
6581.sex,**mal***e,male
9112.fnlwgt,33487,354104
1741.sex,*m*al***e,male
6796.fnlwgt,310152,206815
7699.sex,*m****ale,male
3893.sex,m**al***e,male
3497.fnlwgt,346382,131033
7269.age,29,41
6761.sex,**m***ale,male
6195.fnlwgt,117037,198146
8190.fnlwgt,22966,234970
3923.fnlwgt,310152,73203
6737.fnlwgt,96851,199555
7262.age,43,36
4175.fnlwgt,117037,114798
2721.age,64,40
9981.race,wh*i****te,white
3804.age,35,25
1329.fnlwgt,279472,293579
9491.fnlwgt,193741,264924
7476.sex,m****al*e,male
7495.race,*w**hi*t*e,white
486.fnlwgt,169905,189775
9460.sex,***m*a*le,male
9844.fnlwgt,169905,395512
345.fnlwgt,310152,293364
9740.sex,m*a***l*e,male
1823.fnlwgt,206399,418324
1589.fnlwgt,310152,169188
2580.fnlwgt,96851,188330
8904.sex,m****a*le,male
4337.fnlwgt,310152,401335
4172.fnlwgt,386940,169182
2126.fnlwgt,493034,109307
5658.sex,*m*al***e,male
4241.fnlwgt,216563,87867
1814.fnlwgt,310152,311764
313.fnlwgt,168294,860348
9850.fnlwgt,263024,120691
5210.fnlwgt,200681,262245
9827.sex,***ma**le,male
4609.fnlwgt,386940,191149
8901.fnlwgt,493034,172612
8749.sex,m*a****le,male
3386.sex,**m*a**le,male
2943.fnlwgt,493034,454941
4360.fnlwgt,311512,195532
8806.age,22,20
3631.fnlwgt,386940,352542
4599.fnlwgt,279472,123160
4064.fnlwgt,386940,306785
4273.fnlwgt,216563,201179
3123.fnlwgt,227332,31290
5638.fnlwgt,33487,63363
4970.fnlwgt,33487,29250
4939.fnlwgt,145329,47296
7801.age,48,47
1651.fnlwgt,206399,323421
6984.race,*w*h***ite,white
8829.fnlwgt,493034,353696
1168.fnlwgt,243190,131573
5207.fnlwgt,96851,41763
4155.race,*w*hi*t**e,white
6199.fnlwgt,117037,173804
1948.age,36,43
7149.sex,m****al*e,male
6891.race,*wh***it*e,white
368.fnlwgt,310152,362589
2403.fnlwgt,96851,131060
8708.fnlwgt,493034,184756
7755.fnlwgt,193741,444822
4201.fnlwgt,193741,395567
612.fnlwgt,493034,247564
4167.fnlwgt,193741,41794
6835.fnlwgt,24215,112821
2935.fnlwgt,96851,240063
3043.fnlwgt,70645,273425
9087.education,doctorate,some-college
3233.fnlwgt,96851,236731
5129.fnlwgt,310152,216134
829.fnlwgt,96851,233130
3125.fnlwgt,33487,181546
3869.capital_loss,*****0,0
9633.race,*wh**i**te,white
6598.fnlwgt,57206,38294
5942.capital_loss,*****0,0
1750.fnlwgt,117037,99179
553.fnlwgt,117037,205343
8207.race,w***hi**te,white
4315.fnlwgt,386940,177775
880.fnlwgt,217961,376540
4897.capital_loss,*****0,0
1274.fnlwgt,169905,323545
908.fnlwgt,279472,202570
592.fnlwgt,243190,105138
6261.sex,*f*e**mal*e,female
8212.fnlwgt,172425,301210
8564.capital_loss,*****0,0
7944.fnlwgt,33487,281704
807.fnlwgt,163003,23780
6930.fnlwgt,279472,104146
7433.hours_per_week,40,45
6679.race,w*h*it***e,white
3748.fnlwgt,386940,640383
5138.sex,fem****a*le,female
4086.fnlwgt,386940,243425
5771.fnlwgt,279472,248533
4349.fnlwgt,386940,20109
4461.fnlwgt,386940,168873
820.sex,**ma**l*e,male
2359.fnlwgt,156008,184506
9411.fnlwgt,544091,418176
8733.race,w***hi**te,white
8832.fnlwgt,310152,103762
7285.sex,*f*e*m*a*le,female
6633.sex,f****e*male,female
6937.sex,ma*****le,male
2050.fnlwgt,493034,99386
4715.fnlwgt,310152,74631
3418.fnlwgt,33487,25429
2408.fnlwgt,117037,250121
9424.fnlwgt,493034,285432
2574.fnlwgt,117037,117881
9852.fnlwgt,117037,293440
2422.fnlwgt,446839,166149
9519.sex,**fe*ma*l*e,female
111.fnlwgt,493034,432376
6522.fnlwgt,187656,201844
3191.sex,**m***ale,male
5236.fnlwgt,310152,271274
8567.occupation,tech-support,craft-repair
1943.fnlwgt,279472,249101
2059.fnlwgt,206399,354104
4593.fnlwgt,129305,117528
8123.fnlwgt,169905,182771
3111.fnlwgt,279472,44075
1581.fnlwgt,227332,266912
5982.fnlwgt,96851,236321
9497.fnlwgt,117037,148194
8233.sex,*fe**m*al*e,female
8385.race,w****hi*te,white
3863.sex,***mal**e,male
3935.fnlwgt,386940,103950
8430.fnlwgt,437851,256191
3165.occupation,sales,adm-clerical
8385.sex,**fe**mal*e,female
3261.sex,m*al****e,male
4984.sex,ma**l***e,male
9904.race,*whi***t*e,white
3590.capital_loss,*****0,0
6595.race,bl***a*c*k,black
8036.fnlwgt,117037,240917
868.race,*wh***it*e,white
9219.sex,**m**al*e,male
7983.occupation,exec-managerial,priv-house-serv
2305.sex,*m****ale,male
5816.race,**w*hi**te,white
7607.capital_loss,*****0,0
5593.sex,*ma**l**e,male
8940.sex,**ma*l**e,male
71.fnlwgt,206399,101509
8103.sex,**m*al**e,male
8527.race,wh**i**t*e,white
6177.fnlwgt,96851,269354
8080.sex,m*a***l*e,male
4729.fnlwgt,310152,64292
6715.sex,ma*****le,male
9825.nativecountry,u***nit*ed-state*s,united-states
6437.fnlwgt,33487,257750
4388.fnlwgt,386940,117700
3208.age,44,23
9135.sex,*m*a**l*e,male
7902.fnlwgt,193741,39222
4953.race,*wh****ite,white
3745.fnlwgt,24215,517995
7075.race,*w*h*it**e,white
8072.fnlwgt,193741,51255
2938.fnlwgt,206399,89397
7442.age,48,36
9574.fnlwgt,96851,188069
7819.fnlwgt,32275,199224
3969.fnlwgt,156008,413363
7261.fnlwgt,33487,226913
6315.fnlwgt,24215,86143
2440.sex,ma*****le,male
2986.sex,f****e*male,female
3737.fnlwgt,356838,53606
2265.fnlwgt,493034,306779
8970.fnlwgt,493034,72310
3896.fnlwgt,225652,182687
4709.fnlwgt,33487,386378
6950.race,*wh**i**te,white
2558.fnlwgt,310152,123727
2497.fnlwgt,33487,356717
461.race,wh**i**t*e,white
3782.race,*w****hite,white
8408.sex,**m*al**e,male
6824.marital_status,widowed,married-civ-spouse
8848.fnlwgt,187656,291547
9386.fnlwgt,96851,115215
4407.fnlwgt,33487,406078
2568.fnlwgt,493034,166851
6931.age,64,31
4617.fnlwgt,386940,130926
9453.fnlwgt,187656,57329
7918.fnlwgt,310152,126822
4602.fnlwgt,117037,129100
3580.fnlwgt,24215,180303
6878.fnlwgt,24215,371827
9236.sex,*ma**l**e,male
3820.fnlwgt,493034,200973
1020.fnlwgt,206399,117201
8661.sex,*****male,male
8986.fnlwgt,187656,196630
5298.race,wh***i*t*e,white
6582.sex,m*al****e,male
5472.fnlwgt,24215,251572
835.fnlwgt,243190,28929
2385.fnlwgt,33487,172893
5142.race,w**h**i*te,white
983.fnlwgt,243190,184699
6649.race,w*h***i*te,white
9327.sex,m***a*l*e,male
3766.fnlwgt,386940,171780
1934.fnlwgt,32275,211231
5914.fnlwgt,193741,98667
9129.education,assoc-voc,hs-grad
2483.fnlwgt,193741,230875
355.fnlwgt,163003,372020
4008.fnlwgt,386940,102103
1189.fnlwgt,493034,191269
6824.hours_per_week,38,60
8142.fnlwgt,33487,269657
7116.fnlwgt,310152,71469
3535.race,**w*hi*t*e,white
1827.fnlwgt,311512,202920
5896.sex,f**e*m*al*e,female
6012.sex,*ma*l***e,male
7222.fnlwgt,310152,64292
6075.fnlwgt,117037,169611
3180.age,24,35
2383.fnlwgt,71701,103986
7375.race,**w**hi*te,white
3171.fnlwgt,310152,334693
9404.fnlwgt,96851,46162
7607.occupation,craft-repair,machine-op-inspct
6132.fnlwgt,187656,291547
8097.fnlwgt,24215,248113
3972.sex,*m****ale,male
4281.sex,*m**al**e,male
9698.sex,mal*****e,male
1599.fnlwgt,206399,176570
3668.fnlwgt,386940,262409
7599.sex,*fem****ale,female
7466.sex,ma**l***e,male
929.fnlwgt,310152,91842
7415.fnlwgt,33487,186159
6627.nativecountry,u*nited-*sta**te*s,united-states
4254.fnlwgt,386940,103218
4456.sex,ma***l**e,male
4084.fnlwgt,386940,80467
9380.sex,m**a***le,male
5921.fnlwgt,310152,187538
5248.fnlwgt,193741,181712
6666.sex,****ma*le,male
9893.fnlwgt,493034,374253
7130.race,***wh**ite,white
3169.race,*w*h**i*te,white
5889.nativecountry,u*nite*d-**stat*es,united-states
5263.marital_status,married-civ-spouse,divorced
7587.fnlwgt,263024,115630
1804.age,25,38
1032.sex,**ma**l*e,male
5482.fnlwgt,168294,30800
4091.fnlwgt,117037,175499
3240.fnlwgt,187656,110998
5697.sex,***m*a*le,male
299.fnlwgt,493034,278130
3680.fnlwgt,193741,107277
6704.sex,*m**al**e,male
2336.fnlwgt,33487,43285
9229.sex,*ma***l*e,male
6754.fnlwgt,190997,198542
6792.fnlwgt,117037,110723
2945.fnlwgt,117037,182070
4954.sex,m**a*l**e,male
3751.fnlwgt,386940,174163
4767.fnlwgt,150389,203821
6411.fnlwgt,193741,79443
581.fnlwgt,163003,195733
8101.fnlwgt,200681,35829
7621.fnlwgt,169905,151810
5441.fnlwgt,129305,476573
8092.race,*w**h*it*e,white
7367.fnlwgt,96851,104830
591.fnlwgt,163003,137390
4802.fnlwgt,156008,22428
8910.race,***wh*i*te,white
2328.fnlwgt,24215,41107
4135.fnlwgt,386940,278253
2350.fnlwgt,169905,207342
5953.capital_loss,*****0,0
7442.capital_loss,*****0,0
9608.sex,f*e**ma**le,female
8566.fnlwgt,33487,217769
3034.fnlwgt,70645,78255
9215.fnlwgt,267955,283731
2933.fnlwgt,293936,199046
4145.fnlwgt,386940,114062
5366.sex,m***al**e,male
8985.fnlwgt,430828,211049
3732.race,*w*hi**t*e,white
9665.marital_status,married-civ-spouse,never-married
6375.capital_loss,*****0,0
7258.sex,ma**l***e,male
9942.race,wh***it**e,white
3983.fnlwgt,386940,139464
7714.race,w*h*it***e,white
7179.fnlwgt,310152,335453
2547.fnlwgt,493034,60783
1475.capital_loss,*****0,0
5483.sex,***ma*l*e,male
8567.capital_loss,*****0,0
1421.fnlwgt,206399,172582
3725.sex,*ma**l**e,male
6536.sex,m*a***l*e,male
5089.fnlwgt,32275,182809
8659.fnlwgt,96851,637080
9766.race,*w*h***ite,white
696.fnlwgt,163003,202480
6671.capital_loss,*****0,0
687.fnlwgt,163003,149422
3650.sex,****ma*le,male
4737.fnlwgt,32275,163620
4584.fnlwgt,386940,82488
9148.fnlwgt,187656,260543
8738.race,**w*h*it*e,white
9320.sex,*m**al**e,male
3678.fnlwgt,386940,181755
1973.fnlwgt,227332,122999
4565.fnlwgt,386940,191856
327.fnlwgt,243190,211601
5722.race,*w*hi**t*e,white
6344.race,*whit****e,white
4453.fnlwgt,169905,86745
7789.age,32,40
200.fnlwgt,493034,32921
7585.fnlwgt,544091,204441
8611.fnlwgt,382146,322931
3629.fnlwgt,310152,203182
8820.capital_loss,*****0,0
4466.sex,m***a**le,male
3847.fnlwgt,386940,57596
5998.sex,*m**al**e,male
1239.fnlwgt,217961,185732
4511.fnlwgt,386940,39363
2313.fnlwgt,227332,62438
2764.fnlwgt,493034,306515
898.fnlwgt,310152,226508
2694.fnlwgt,493034,145964
7848.fnlwgt,310152,58916
9570.race,w*h**it**e,white
912.race,***wh*it*e,white
6781.fnlwgt,168294,217418
5385.fnlwgt,168294,308064
8071.fnlwgt,544091,271521
517.fnlwgt,169905,267044
3376.race,whit*****e,white
9326.fnlwgt,96851,320421
2254.fnlwgt,310152,218445
5347.fnlwgt,24215,432376
3299.fnlwgt,169905,201413
6715.race,w**h**it*e,white
875.fnlwgt,96851,282753
2290.race,*whi****te,white
7008.fnlwgt,310152,227994
8233.race,**w*hi*t*e,white
6542.fnlwgt,156008,177484
4038.fnlwgt,386940,312588
4606.fnlwgt,310152,201799
7977.sex,m***al**e,male
350.fnlwgt,96851,156464
7789.nativecountry,u**nit*ed-*st*ates,united-states
1505.fnlwgt,24215,290593
6640.sex,****ma*le,male
8094.race,**w*hit**e,white
2577.sex,**m*a*l*e,male
1176.fnlwgt,163003,169982
7039.fnlwgt,168294,206874
3992.fnlwgt,33487,73009
9732.race,*w**h*i*te,white
8702.fnlwgt,168294,292962
7746.race,w**hi*t**e,white
3584.race,wh***it**e,white
903.fnlwgt,310152,99697
7049.race,*w*h*i*t*e,white
6433.race,*wh*i***te,white
6998.race,w**h*i**te,white
2802.fnlwgt,117037,295488
9196.fnlwgt,493034,237928
4289.fnlwgt,386940,160995
8608.fnlwgt,310152,246386
7375.sex,*m**a*l*e,male
8399.race,*w*h*i*t*e,white
9389.age,34,32
2166.fnlwgt,310152,100587
8216.fnlwgt,310152,157332
7298.race,**w***hite,white
7518.race,w***hi**te,white
2085.fnlwgt,187656,308493
418.fnlwgt,117037,426017
1770.sex,****mal*e,male
7945.sex,m****al*e,male
9514.fnlwgt,493034,236696
9660.sex,**m*a*l*e,male
7006.race,**wh*i**te,white
3816.fnlwgt,266015,196745
1345.fnlwgt,167350,195105
1036.fnlwgt,206399,241616
9291.fnlwgt,117037,191965
6268.fnlwgt,193741,60981
7217.fnlwgt,544091,266635
43.fnlwgt,493034,172987
3132.fnlwgt,24215,237865
6285.fnlwgt,230020,149385
5071.race,****whi*te,white
6789.fnlwgt,117037,243762
2567.fnlwgt,135105,181317
564.fnlwgt,279472,82804
254.fnlwgt,206399,27382
5350.fnlwgt,32275,168943
6818.capital_loss,*****0,0
7570.fnlwgt,117037,175652
6438.sex,***ma**le,male
9511.fnlwgt,117037,202117
8194.race,*w**hit**e,white
5659.sex,**f**e*male,female
6824.age,48,35
6859.race,**w*h*it*e,white
537.fnlwgt,217961,190942
3113.fnlwgt,493034,219754
8402.race,w***hit**e,white
1466.age,33,70
5108.race,w**h*i**te,white
4085.fnlwgt,386940,407672
3098.fnlwgt,493034,322658
2883.race,bl***ac**k,black
6655.fnlwgt,117037,154451
4806.sex,fe***m**ale,female
721.race,***wh**ite,white
7056.race,w*h**it**e,white
3599.fnlwgt,386940,44216
5710.age,43,37
399.fnlwgt,32275,86872
6756.sex,****ma*le,male
925.fnlwgt,163003,29825
8290.sex,m*a*l***e,male
5105.race,as*ian*-pac-i*sl*and*er,asian-pac-islander
6028.race,*whi****te,white
3362.fnlwgt,117037,256356
3620.sex,*m***a*le,male
3719.fnlwgt,33487,206599
8203.race,w*hi*t***e,white
1218.capital_loss,*****0,0
1555.race,*w**h**ite,white
5912.fnlwgt,96851,117210
1709.fnlwgt,279472,67222
5288.sex,*f*e***male,female
4160.fnlwgt,169905,306666
7257.sex,f*em***al*e,female
5397.fnlwgt,96851,265657
6955.race,w*hi**t**e,white
8279.fnlwgt,227332,84619
3835.fnlwgt,187656,169886
1946.sex,ma**l***e,male
7984.sex,**m*a*l*e,male
7433.marital_status,divorced,married-civ-spouse
3794.fnlwgt,206399,52372
2333.fnlwgt,430828,282604
7596.fnlwgt,310152,333910
8993.fnlwgt,493034,154571
2396.fnlwgt,211547,302465
9172.sex,f*e***m*ale,female
7526.fnlwgt,117037,172695
7080.race,w*h*i*t**e,white
253.fnlwgt,217961,171328
3951.fnlwgt,386940,315026
8912.race,w*h***i*te,white
5850.fnlwgt,33487,167140
9015.race,w**h*it**e,white
6866.sex,*fema***l*e,female
4105.race,w**h**it*e,white
2437.fnlwgt,96851,151763
9562.nativecountry,u**nited-s*ta*t*es,united-states
3852.fnlwgt,216563,306031
8652.sex,m***al**e,male
6808.fnlwgt,279472,51799
8795.race,w**h***ite,white
3131.fnlwgt,117037,179875
2095.fnlwgt,216563,27937
4042.fnlwgt,386940,404599
2424.fnlwgt,493034,267396
1231.sex,**m*a*l*e,male
9105.sex,**m*a**le,male
443.fnlwgt,493034,191073
4546.age,54,50
7150.fnlwgt,216563,179973
3696.fnlwgt,386940,36425
3724.sex,*ma***l*e,male
6054.fnlwgt,310152,203240
5570.age,38,39
9259.fnlwgt,117037,177035
7824.sex,m*a*l***e,male
9276.sex,*ma*l***e,male
9573.fnlwgt,117037,262885
7252.fnlwgt,193741,236262
7740.sex,m**a***le,male
1458.sex,*m***a*le,male
2522.race,whi****t*e,white
9716.fnlwgt,382146,585203
4073.fnlwgt,346762,146589
9395.fnlwgt,193741,182042
5177.fnlwgt,32275,159662
4882.sex,*m*a*l**e,male
670.fnlwgt,493034,172146
9686.fnlwgt,96851,32426
8542.sex,m*a**l**e,male
3651.fnlwgt,226956,104704
127.fnlwgt,368700,111697
6972.race,bla***c**k,black
7041.fnlwgt,117037,444089
7076.sex,*fe**m**ale,female
7459.occupation,exec-managerial,adm-clerical
3804.capital_loss,*****0,0
9950.capital_loss,*****0,0
7814.fnlwgt,156008,189123
5710.occupation,sales,prof-specialty
7662.fnlwgt,193741,118847
